record_id,record_type,kanda,sarga_number,source_locator,confidence,tamil_state,variant_state,primary_disposition,blocking_issue,recommended_action
RV02-VNEXT2-20260825-AYODHYA-102-113-112-CHARACTER-001,CHARACTER,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-112-PLACE-001,PLACE,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-112-JOURNEY-001,JOURNEY,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-112-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-112-WISDOM-001,WISDOM,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-112-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-112-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-SARGA-001,SARGA,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-EVENT-001,EVENT,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-CHARACTER-001,CHARACTER,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-PLACE-001,PLACE,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-JOURNEY-001,JOURNEY,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-WISDOM-001,WISDOM,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-113-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,113,2.113.1-24,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
