batchId,kanda,sargaRange,source,edition,recordCount,recordTypes,risk,confidence,sourceVerification,duplicateResult,variantResult,recommendedDecision
"APPROVAL-197","Sundara Kanda","40-40","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-198","Sundara Kanda","41-41","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-199","Sundara Kanda","42-42","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-200","Sundara Kanda","43-43","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-201","Sundara Kanda","44-44","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-202","Sundara Kanda","45-45","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-203","Sundara Kanda","46-46","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-204","Sundara Kanda","47-47","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-205","Sundara Kanda","48-48","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-206","Sundara Kanda","49-49","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-207","Sundara Kanda","5-5","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-208","Sundara Kanda","50-50","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-209","Sundara Kanda","51-51","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-210","Sundara Kanda","52-52","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-211","Sundara Kanda","53-53","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-212","Sundara Kanda","54-54","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-213","Sundara Kanda","55-55","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-214","Sundara Kanda","56-56","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-215","Sundara Kanda","57-57","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-216","Sundara Kanda","58-58","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-217","Sundara Kanda","59-59","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-218","Sundara Kanda","6-6","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-219","Sundara Kanda","60-60","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-220","Sundara Kanda","61-61","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-221","Sundara Kanda","62-62","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-222","Sundara Kanda","63-63","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-223","Sundara Kanda","64-64","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-224","Sundara Kanda","65-65","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-225","Sundara Kanda","66-66","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-226","Sundara Kanda","67-67","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-227","Sundara Kanda","68-68","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-228","Sundara Kanda","7-7","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-229","Sundara Kanda","8-8","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-230","Sundara Kanda","9-9","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-231","Uttara Kanda","1-1","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-232","Uttara Kanda","10-10","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-233","Uttara Kanda","100-100","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-234","Uttara Kanda","101-101","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-235","Uttara Kanda","102-102","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-236","Uttara Kanda","103-103","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-237","Uttara Kanda","104-104","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-238","Uttara Kanda","105-105","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-239","Uttara Kanda","106-106","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-240","Uttara Kanda","107-107","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-241","Uttara Kanda","108-108","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-242","Uttara Kanda","109-109","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-243","Uttara Kanda","11-11","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-244","Uttara Kanda","110-110","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-245","Uttara Kanda","111-111","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-246","Uttara Kanda","12-12","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-247","Uttara Kanda","13-13","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-248","Uttara Kanda","14-14","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-249","Uttara Kanda","15-15","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-250","Uttara Kanda","16-16","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-251","Uttara Kanda","17-17","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-252","Uttara Kanda","18-18","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-253","Uttara Kanda","19-19","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-254","Uttara Kanda","2-2","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-255","Uttara Kanda","20-20","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-256","Uttara Kanda","21-21","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-257","Uttara Kanda","22-22","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-258","Uttara Kanda","23-23","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-259","Uttara Kanda","24-24","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-260","Uttara Kanda","25-25","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-261","Uttara Kanda","26-26","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-262","Uttara Kanda","27-27","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-263","Uttara Kanda","28-28","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-264","Uttara Kanda","29-29","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-265","Uttara Kanda","3-3","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-266","Uttara Kanda","30-30","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-267","Uttara Kanda","31-31","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-268","Uttara Kanda","32-32","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-269","Uttara Kanda","33-33","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-270","Uttara Kanda","34-34","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-271","Uttara Kanda","35-35","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-272","Uttara Kanda","36-36","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-273","Uttara Kanda","37-37","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-274","Uttara Kanda","38-38","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-275","Uttara Kanda","39-39","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-276","Uttara Kanda","4-4","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-277","Uttara Kanda","40-40","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-278","Uttara Kanda","41-41","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-279","Uttara Kanda","42-42","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-280","Uttara Kanda","43-43","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-281","Uttara Kanda","44-44","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-282","Uttara Kanda","45-45","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-283","Uttara Kanda","46-46","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-284","Uttara Kanda","47-47","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-285","Uttara Kanda","48-48","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-286","Uttara Kanda","49-49","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-287","Uttara Kanda","5-5","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-288","Uttara Kanda","50-50","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-289","Uttara Kanda","51-51","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-290","Uttara Kanda","52-52","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-291","Uttara Kanda","53-53","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-292","Uttara Kanda","54-54","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-293","Uttara Kanda","55-55","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-294","Uttara Kanda","56-56","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-295","Uttara Kanda","57-57","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-296","Uttara Kanda","58-58","VALMIKI_RAMAYANA_UTTARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.98,"PASS","PASS","PASS","APPROVE_BATCH"
